基金代號,公司,統一編號,溫室氣體排放量（公噸二氧化碳當量）,淨零目標年,2030年減量目標設定,SBTi 承諾,有具體減量策略,範疇三揭露,範疇三減量規劃,近三年能效進步率,節能目標設定,再生能源使用率,是否完成用電大戶再生能源設置義務,中期再生能源目標,RE100承諾,燃煤使用量（公噸）
00943,力成,16082267,"306,448",2050,15%,❌,力成科技的溫室氣體減量策略著重於用電管理及減少用電量，設定節電目標：年節電率達 1%。具體措施包含設備汰換 (乾燥機設備汰換、泵浦更換為 IE3 節能馬達、冷卻水塔濾材更換)、參數優化 (冰水主機冷凝器清洗保養、空壓機 PCW 冷卻水改冰水供應、區域風機運轉時間及頻率調整等)、照明汰換 (使用高效率 LED、調整部分區域照明管控方式) 及設置太陽能板自發自用。,❌,❌,-3.5%,1%,3.5%,❌,無目標年,❌,0
00943,台勝科,89406518,"229,103",2050,25%,遠低於2°C,公司設定2050碳中和目標，透過「六綠」原則（綠建築、綠能源、綠採購、綠製程、綠排放、綠產品）推動氣候策略藍圖。策略包括整合氣候議題至管理面向、推動低碳供應鏈與範疇三盤查、節能改善、規劃再生能源建置與採購再生能源憑證，並設定2030年範疇一、二溫室氣體排放減量25%及再生能源使用比例25%目標。,✅,✅,-12.6%,,,❌,無目標年,❌,0
00943,南茂,16130042,"224,960",2050,,❌,南茂淨零排放策略以綠色能源計畫、發展綠色生產、調適與緩解氣候變遷、永續行動與綠色影響力等五大主軸展開具體行動計畫。減碳方法主要包括：① 內部運營節電與能效管理；② 綠電案場導入及建置、綠電憑證購買；③ 其他：碳捕捉技術 or 碳權市場交易。,❌,❌,-3.8%,3%,0.6%,❌,無目標年,❌,0
00943,頎邦,16130009,"135,476",,23%,❌,1. 汰換耗能設備汰舊換新（老舊馬達及泵浦、冰水機冷卻水泵、空壓機、乾燥機及真空機設備）。,❌,❌,-8.9%,1%,0.2%,❌,1% (2030),❌,0
00943,金居,16447610,"104,357",2050,,❌,1.新轉動設備使用最新高效率等級及變頻控制 2.照明採LED 3.鍋爐採天然氣 4.設備逐步汰舊換新 5.設置太陽能系統 6.評估綠電使用可行性,✅,❌,2.6%,1%,1.4%,❌,無目標年,❌,0
00943,台半,34286449,"14,804",2050,,❌,短期（2024-2026）奠定組織基礎：盤查組織碳排放整合（ISO 14064）、盤查產品碳足跡（ISO 14067）、鑑別氣候峰選機會（TCFD）。中期（2027-2028）落實減碳計畫：訂定科學減量路徑（SBTi）、擴大使用再生能源電力。長期（2029-2030）推動永續成長：供應鏈議和、參與碳市場。,❌,❌,-0.1%,1%,22.8%,✅,無目標年,❌,0
00943,可成,69905810,"11,240",2050,46%,符合1.5°C目標,可成於2024年9月向SBTi提交承諾書，並於2025年2月獲得認證，以2022年為基準年，承諾於2030年合計減少範疇一及範疇二絕對溫室氣體排放量46.2%、並減少範疇三溫室氣體排放量27.5%；長期目標為2050年減少範疇一、範疇二、範疇三絕對溫室氣體排放量分別達90%。關鍵減量策略包括：積極設置再生能源發電設備、採購綠電，實施各項節能措施。,❌,✅,-115.5%,1%,4.9%,❌,無目標年,❌,0
00944,亞泥,03244509,"2,782,856",2050,10%,遠低於2°C,亞泥重要減碳措施包含：1. 導入循環經濟（17%）、2. 生產低碳水泥（34%）、3. 改善生產能耗（5%）、4. 碳捕捉及利用（36%）、5. 自然再碳酸化（8%）。,❌,✅,59.5%,,0.1%,❌,7% (2030),❌,"427,140"
00944,聯電,47217677,"1,430,027",2050,42%,符合1.5°C目標,聯電已擬定低碳轉型計畫，將分別針對營運活動的直接排放（範疇一）、能源使用的間接排放（範疇二），以及價值鏈產生的間接排放（範疇三）進行減量。主要策略包括：1. 持續積極自主減碳（研發先進晶圓代工技術、提升能資源生產力及使用效率，將半導體晶圓製造及 IC 終端產品使用階段之碳排降到最低）；2. 全面採用再生能源（訂定 2025 年 25%、2030 年 50%、2050 年 100% 三階段目標，大幅提升再生能源使用比例）；3. 投資淨零碳技術（投資淨零碳排放技術及參與碳抵減相關專案，以抵減不可避免或尚有削減技術限制的碳排放）。,❌,✅,-28.5%,,17.1%,✅,30% (2030),✅,0
00944,東和鋼鐵,75280209,"822,114",2050,30%,❌,因應 2050 年淨零碳排目標，訂定 1.5 度 C 低碳轉型計畫及減碳路徑圖，積極投入風電、光電、氫能、碳捕捉利用等新領域。策略包括：更新高效率電爐、投資再生能源發電業、採購再生能源電力、低碳煉鋼製程改造、提高設備能源效率、申請自主減量計畫與應用碳捕捉（CCUS）技術。減碳路徑圖主要貢獻來自 CCUS、再生能源、電爐/製程改善、減少副原料、低碳燃料、能效提升、不使用銑鐵。,❌,❌,-2.0%,,100.0%,❌,30% (2030),❌,0
00944,世界,84149358,"632,278",2050,45%,❌,淨零排放路徑以節電、減排、減量為主，輔以使用綠電及負碳技術；亦將持續推動與輔導供應鏈的低碳轉型。透過落實低碳轉型路徑、持續強化各項綠色行動。,❌,✅,-109.6%,1%,1.2%,✅,24% (2030),✅,0
00944,遠東新,03522600,"569,532",2050,50%,❌,提升能源效率：透過製程改善、設備改善、能源管理三大方向提升能源效率。低碳燃料替代：逐步將高碳排放的水煤漿和重油鍋爐替換為碳排放量較低的天然氣鍋爐，以及織染廠使用生質燃料。發展再生能源：積極投資設置多元再生能源發電設備，並逐年外購再生電力，提升再生電力使用比例。使用碳捕捉及再利用（CCU）技術：本公司首創全球廢氣回收再製聚酯技術，將鋼鐵廠回收的廢氣，透過特殊微生物發酵技術生產乙醇，再製成聚酯產品。原料使用轉型：採用低碳替代原料，包含回收再生料和生物質，以廢棄物為原料，達到循環經濟之願景。,❌,✅,9.7%,,14.0%,✅,20% (2030),❌,"185,210"
00944,台肥,03795101,"413,921",2050,46%,❌,台肥公司的關鍵減量策略主要包括：硝酸工場DeN2O溫室氣體減量（初期以全廠碳排減量47%為目標，2040年減量35.5萬噸二氧化碳當量）；新建置2座2萬噸液氨儲運系統，以發展氫氨能；建置再生能源及儲能系統；研發大地友善肥料產品，以減少化學肥料使用量。,✅,❌,-10.6%,1%,4.8%,❌,8% (2028),❌,0
00944,力成,16082267,"306,448",2050,15%,❌,力成科技的溫室氣體減量策略著重於用電管理及減少用電量，設定節電目標：年節電率達 1%。具體措施包含設備汰換 (乾燥機設備汰換、泵浦更換為 IE3 節能馬達、冷卻水塔濾材更換)、參數優化 (冰水主機冷凝器清洗保養、空壓機 PCW 冷卻水改冰水供應、區域風機運轉時間及頻率調整等)、照明汰換 (使用高效率 LED、調整部分區域照明管控方式) 及設置太陽能板自發自用。,❌,❌,-3.5%,1%,3.5%,❌,無目標年,❌,0
00944,台勝科,89406518,"229,103",2050,25%,遠低於2°C,公司設定2050碳中和目標，透過「六綠」原則（綠建築、綠能源、綠採購、綠製程、綠排放、綠產品）推動氣候策略藍圖。策略包括整合氣候議題至管理面向、推動低碳供應鏈與範疇三盤查、節能改善、規劃再生能源建置與採購再生能源憑證，並設定2030年範疇一、二溫室氣體排放減量25%及再生能源使用比例25%目標。,✅,✅,-12.6%,,,❌,無目標年,❌,0
00944,南茂,16130042,"224,960",2050,,❌,南茂淨零排放策略以綠色能源計畫、發展綠色生產、調適與緩解氣候變遷、永續行動與綠色影響力等五大主軸展開具體行動計畫。減碳方法主要包括：① 內部運營節電與能效管理；② 綠電案場導入及建置、綠電憑證購買；③ 其他：碳捕捉技術 or 碳權市場交易。,❌,❌,-3.8%,3%,0.6%,❌,無目標年,❌,0
00944,榮剛,84252697,"192,034",2050,45%,❌,榮剛持續推行減碳措施，例如：製程優化、設備改善、再生能源使用。具體行動包含：1. 落實執行ISO 50001能源管理系統；2. 熱製程簡化，專案管控，減少浪費，提高資源使用效率；3. 採購節能機台，採用IE3或以上的高效率馬達並納入節能設計；4. 提高設備燃燒效率；5. 廠房屋頂建置太陽能發電系統；6. 採購再生能源；7. 以能資源管理平台監控工廠耗用情形。,❌,❌,-0.4%,1%,0.2%,❌,無目標年,❌,0
00944,頎邦,16130009,"135,476",,23%,❌,1. 汰換耗能設備汰舊換新（老舊馬達及泵浦、冰水機冷卻水泵、空壓機、乾燥機及真空機設備）。,❌,❌,-8.9%,1%,0.2%,❌,1% (2030),❌,0
00944,超豐,05126366,"101,003",2050,10%,❌,基準年以 2022 年為基準 (Scope1+2)，短期：2025 年減量 3%，中期：2030 年減量 10%，長期：2050 年朝向淨零排放之路徑前行。用電量年減 1%，為因應氣候變遷、促進公司永續經營及配合法規。推動環境管理系統 (ISO 14001)，製程降低能源使用，減少碳排放量。為保護環境盡最大的力量。自 2016 年自願性進行溫室氣體盤查。,❌,✅,,1%,0.9%,❌,10% (2030),❌,0
00944,中碳,23221384,"83,694",2050,5%,❌,"本公司致力於達成碳中和目標,規劃以提升能源效率與能源使用來源等製程減碳措施,使本公司於氣候變遷因應歷程能維持企業競爭力。本公司由價值鏈分析出發,每年參考國際機構研究並配合集團碳中和減碳路徑規劃之期程,評估各時間長度下可能遭遇之轉型風險、實體風險以及機會等議題,從而建立可代表本公司營運特性之氣候風險與機會議題清單,並分析對於本公司經營模式與價值鏈之影響。",❌,❌,-16.3%,2%,0.0%,✅,2% (2029),❌,0
00944,正新,59504506,"79,551",,22%,❌,節能減碳委員會，各廠節能措施定期報告計畫及成果。提出自主減量計畫方案。推動節能方案，主軸面向則放在製程/廠務設備最佳化、舊設備汰換與節能控制管理等。代表性節能方案包含設備提升改造、更換節能設備、技術優化、綠能使用。,✅,❌,,1%,2.2%,❌,1% (無目標年),❌,0
00944,統一,73251209,"77,562",,38%,❌,統一企業的減排措施包括以低污染的天然氣取代燃料油，每年實施節能專案（內容包含設備汰換改造、設備參數優化、生產流程調控等），2024年重點為冰水主機汰換與鍋爐系統改良。持續進行產品碳足跡標籤認證。在價值鏈排放方面，針對交易金額前20大的供應商進行溫室氣體盤查及節能減碳教育訓練。具體行動計畫還包括增設太陽光電、提升能源使用或導入高效節能設備與購買綠電，使用潔淨能源（重油改天然氣）、採用高效率照明、高效率泵浦/馬達、沼氣發電、熱泵、磁浮冰水主機、氣浮鼓風機、空壓機及冰水系統採變頻主輔機整合、廢熱回收、製程改善、提高設備效率等專案。,❌,❌,7.8%,1%,,❌,2027,❌,0
00944,統一實,73252657,"76,339",2050,25%,❌,短期: 使用高效率設備與製程，包括:持續設置太陽能光電，並購買綠電。長期: 所有燃料設備(鍋爐、退火爐)都要使用天然氣或電能，並參照世界鋼鐵廠及飲料廠的最新技術進行相關減碳作業。,❌,❌,7.5%,2%,0.9%,✅,無目標年,❌,0
00944,合晶,16138282,"63,726",2050,14%,❌,透過綠色採購，購買環保標籤之基礎設施設備（實施期程 :2023~2025 年）；購置儲能及電力調節系統，提升能源使用效率（實施期程 :2026~2030 年）；購買綠電、太陽能發電（實施期程 :2025~2030）；持續落實能源管理系統 ISO 50001:2018，每年度推行節能專案（實施期程 2023~2030）。,❌,❌,-15.8%,2%,1.2%,❌,1.5% (2030),❌,0
00944,台燿,04226091,"45,464",,42%,❌,降低待機能源耗損、推動各項節能專案（汰換舊機、更換變頻、節能設備替換等）、環保材料研發及引進、設置綠電裝置。,❌,❌,12.8%,,0.4%,❌,42% (2030),❌,0
00944,矽格,23218022,"40,327",2050,25%,❌,積極推動各項節能措施（選用高效能設備、降低企業及產品能耗、鼓勵減少電梯使用、留意空調門窗關閉、隨手關閉照明設備）、擴大再生能源使用、持續進行溫室氣體盤查與查證、規劃購買綠電計劃與碳權、推動產品碳足跡盤查、高耗能設備汰除。,❌,❌,-1.3%,1%,2.9%,❌,1.5% (2028),❌,0
00944,卜蜂,36514783,"37,424",2050,42%,❌,1. 減少廢棄物產生：徹底執行廢棄物回收、再利用。2. 更新及改善防制設備：達成省資源、省能源。3. 致力落實適合21世紀的污染防制方法。4. 徹底執行化學物質的使用及管理。在節能方面，推行熟化廠冷卻機更新、粉碎機生產參數變更、增設空載瓦時計、設備汰換、改善製程效率等。,✅,✅,-4.5%,,0.1%,❌,無目標年,❌,0
00944,三陽工業,24004006,"36,958",2050,8%,❌,配合政府溫室減量政策與法令，持續推動溫室氣體排放減量工作並訂定各部門降低二氧化碳排放之減量目標。落實三陽環境宣言『污染預防、節能減碳、資源回收、綠化環境』。推動低碳化生產製程，提升生產效率，降低能源使用及溫室氣體排放，以清潔生產為手段，成為綠色工廠之目標。研發低碳高效能產品，多元發展高效能產品（燃油車、油電車、純電車、新能源車），降低產品使用階段碳排。公司確保提供資訊和必要資源，以實現目標和能源標的，包含營運、設計、採購與修繕各環節皆考慮節能減碳，持續改善能源績效和能源管理系統。公司同仁的參與缺一不可，包含影響能源績效的節能產品和服務的採購、考慮能源績效改善的設計活動，來遵守能源法規與績效目標是全體同仁的責任。落實資源永續利用、氣候變遷減緩與調適、生物多樣性與生態系統的保護，如於廠區設置生態池涵養水生動植物。建置完成 ISO 14001 環境管理系統，ISO 14064 溫室氣體盤查（含子公司）、ISO 14067 產品碳足跡、ISO 50001 能源管理系統，可視化電力及空壓機能源監控系統，控管能源使用及溫室氣體排放。更精進能源使用管理， 2025 年導入智慧化能源管理（EMS）。參加產發署低碳化以大帶小節能專案，偕同 10 家協力廠商參與，推動三項（包含蒸氣鍋爐燃料重油轉液化石油氣、塗裝廢氣 VOCs 採沸石轉輪濃縮 RRTO 焚化及塗裝線低碳化製程改造）重大節能設施改善。,❌,❌,13.2%,1%,,❌,無目標年,❌,0
